﻿items.armor.curses.antientropy.name,%s of anti-entropy,反熵%s
items.quest.gooblob.desc,"A jiggly blob of goop, split off from Goo as it died. It's almost like a big ball of jelly, though you wouldn't dare eat it.\n\nIt does nothing on its own, but it might be useful when combined with certain potions, or a bomb. At the very least it should convert into a decent amount of energy.","一团晃动着的黏糊糊球体，是从粘咕尸体上崩解下的一部分。看起来像是一个大果冻球，不过大概不能食用。\n\n该物品自身并没有什么实际用途，不过它在与特定药剂或炸弹共炼后可能有妙用。再不济，它也能提供相当的炼金能量。"
items.quest.metalshard.name,cursed metal shard,邪能碎片
items.quest.metalshard.desc,"A shard of rusted cursed metal, which broke off DM-300 as it was destroyed. You can feel an inactive malevolent magic within it.\n\nIt does nothing on its own, but it might be useful when combined with certain scrolls, or a bomb. At the very least it should convert into a decent amount of energy.","一块被诅咒的金属锈片，它是DM-300的装甲外壳被击碎时分离出来的。你能感受到某种尚未激活的恶毒魔力潜藏其中。\n\n该物品自身并没有什么实际用途，不过它在与特定卷轴或炸弹共炼时可能有妙用。再不济，它也能提供相当的炼金能量。"
items.quest.pickaxe.name,pickaxe,镐子
items.quest.pickaxe.ac_mine,MINE,采掘
items.quest.pickaxe.no_vein,There is no dark gold vein near you to mine.,附近没有可供采掘的暗金矿脉。
items.quest.pickaxe.ability_name,pierce,穿刺
items.quest.pickaxe.ability_desc,"The Duelist can _pierce_ an enemy with a pickaxe. This is guaranteed to hit, applies vulnerable for 3 turns, and deals _%1$d-%2$d damage_ to enemies with rigid skin.",决斗家可使用镐子_穿刺_一个敌人。穿刺必定命中，同时施加3回合的易伤效果，且会对有硬质表皮的敌人造成_%1$d~%2$d点伤害_。
items.quest.pickaxe.upgrade_ability_stat_name,Ability Damage,武技伤害
items.quest.pickaxe.desc,"This is a sturdy and heavy tool for breaking rocks. You don't need to equip the pickaxe to mine with it, but it can probably be equipped as a weapon in a pinch.",这是一件笨重但十分耐用的凿岩工具。不需要装备上就能作为挖掘工具使用，但在紧要关头也能作为武器装备。
items.quest.ratskull.name,giant rat skull,巨鼠头骨
items.quest.ratskull.desc,"A surprisingly large rat skull. It would make a great hunting trophy, if you had a wall to mount it on.",一颗大得吓人的老鼠头骨。如果你能找到一面合适的墙来挂，它会是件不错的狩猎纪念品。
items.remains.remainsitem.ac_use,USE,使用
items.remains.bowfragment.name,bow fragment,灵弓残件
items.remains.bowfragment.desc,"This broken fragment of wood was once part of a lost Huntress' spirit bow. You can still feel a little nature energy left in the fragment, you can use the fragment to grow some high grass around you. Doing this will destroy the fragment however.",这块枯木曾经是一位殒落于此的女猎手所持灵能弓的一部分。你仍可以感受到枯木中残留的一点自然能量，你可以激发这最后的能量，令周身长出一片高草。但是当你这样做之后，这块枯木会由于自然能量耗尽而烟消云散。
items.remains.brokenhilt.name,broken hilt,断折剑柄
items.remains.brokenhilt.desc,"This broken hilt looks like it came from a defeated Duelist's weapon. You can still feel a little martial power left in the hilt, you can use it to get a little bonus damage on your next two melee hits. Doing this will destroy the hilt however.",这把断折剑柄曾经应是一名败于此地的决斗者随身武器。即使如今你仍可感受到剑柄其上残留的武道气息，你可以运起这股气息，在接下来使用近战武器两次命中时造成些许额外伤害。但这意味着剑柄会随着武者气息的流失而烟消云散。
items.remains.brokenstaff.name,broken staff,横断魔杖
items.remains.brokenstaff.desc,"This Mage's staff has been broken in half after its owner met their demise. You can still feel some magical energy left in the staff, you can use it to give your wands a little charge boost. Doing this will destroy the staff however.",这把法师魔杖在其主死后也断做两截。你仍可以感受到魔杖中残余的魔力波动，你可以用它来给你的法杖提供一些充能。但是，这样也会使得魔杖随着魔力的流失而烟消云散。
items.remains.cloakscrap.name,scrap of fabric,残破织物
items.remains.cloakscrap.desc,"This scrap of translucent fabric looks like it came from a late Rogue's cloak of shadows. You can still feel a little mystical energy left in it, you can use it to give your artifacts a little charge boost. Doing this will destroy the fabric however.",这块半透明的织物残片似是源于一位盗贼同行的暗影斗篷。你可以感受到一丝神秘的能量仍残留其中，你可以用它来给你的神器提供一些充能。但是如此残片也会随着神秘能量耗尽而烟消云散。
items.remains.sealshard.name,seal shards,纹章残蜡
items.remains.sealshard.desc,"These tiny shards of red wax look like they came from the seal of a fallen Warrior. You can still feel a bit of willpower clinging to the seal, you can use it to give yourself a bit of shielding. Doing this will destroy the seal shards however.",这些细碎的红色蜡块似是源于一名葬身于此战士的纹章。你可以感受到其上仍残留的一缕执念，你可以用它来给自己提供一些护盾。但是，伴随着这缕执念转化为护盾，这些蜡块也会烟消云散。
items.remains.tornpage.name,torn page,圣典残页
items.remains.tornpage.desc,"This page looks like it was ripped out of an expired Cleric's holy tome. There's still a little divine energy clinging to it, you can use it to regain a little bit of health. Doing this will destroy the torn page however.",这片书页看起来是从一位已安息主怀的牧师的圣典中撕下来的。其上依旧残存有一丝神力，你可以使用它恢复少许生命值。但若如此书页也会随之烟消云散。
items.rings.ring.diamond,diamond ring,钻石戒指
items.rings.ring.opal,opal ring,蛋白石戒指
items.rings.ring.garnet,garnet ring,石榴石戒指
items.rings.ring.ruby,ruby ring,红宝石戒指
items.rings.ring.amethyst,amethyst ring,紫水晶戒指
items.rings.ring.topaz,topaz ring,黄玉戒指
items.rings.ring.onyx,onyx ring,黑曜石戒指
items.rings.ring.tourmaline,tourmaline ring,碧玺戒指
items.rings.ring.emerald,emerald ring,绿宝石戒指
items.rings.ring.sapphire,sapphire ring,蓝宝石戒指
items.rings.ring.quartz,quartz ring,石英戒指
items.rings.ring.agate,agate ring,玛瑙戒指
items.rings.ring.equip_cursed,The ring tightens around your finger painfully!,这枚戒指突然紧缩，箍住了你的手指！
items.rings.ring.unknown_desc,This metal band is adorned with a large gem that glitters in the darkness. Who knows what effect it has when worn?,这枚金属环镶嵌着一颗在黑暗中闪烁光芒的大块宝石。谁知道戴上后会有什么效果？
items.rings.ring.known,This is a %s,这是一枚%s。
items.rings.ring.identify,You are now familiar enough with your ring to identify it.,你对你的戒指已经足够熟悉并且可以因此将其完全鉴定。
items.rings.ring.cursed_worn,"Because this ring is cursed, you are powerless to remove it.",由于这个戒指被诅咒，你无力将其除下。
items.rings.ring.curse_known,You can feel a malevolent magic lurking within this ring.,你能感觉到这件戒指里潜伏着一股充满恶意的魔力。
items.rings.ring.not_cursed,This ring is free of malevolent magic.,这枚戒指没有被诅咒。
items.rings.ringofaccuracy.name,ring of accuracy,精准之戒
items.rings.ringofaccuracy.stats,"When worn, this ring will increase your accuracy by _%s%%._",佩戴这枚戒指时，你的精准属性会增加_%s%%_。
items.rings.ringofaccuracy.typical_stats,"When worn, this ring will typically increase your accuracy by _%s%%._",佩戴这枚戒指时，你的精准属性通常会增加_%s%%_。
items.rings.ringofaccuracy.combined_stats,"Your equipped rings are combining their power, increasing your accuracy by _%s%%_ in total.",你已装备的戒指正联结它们的力量，一共增加了你_%s%%_的精准。
items.rings.ringofaccuracy.upgrade_stat_name_1,Accuracy Boost,精准加成
items.rings.ringofaccuracy.desc,"This ring increases your focus, making it easier for your attacks to find their mark. A cursed ring will instead make it harder for your attacks to connect.",这枚戒指提高了你的专注力，使敌人难以躲闪你的攻击。被诅咒的戒指则会让你的攻击更易于被闪避。
items.rings.ringofarcana.name,ring of arcana,奥术之戒
items.rings.ringofarcana.stats,"When worn, this ring will increase the power of enchantments and glyphs by _%s%%._",佩戴这枚戒指时，你的附魔和刻印效果会提升_%s%%_。
items.rings.ringofarcana.typical_stats,"When worn, this ring will typically increase the power of enchantments and glyphs by _%s%%._",佩戴这枚戒指时，你的附魔和刻印效果通常会提升_%s%%_。
items.rings.ringofarcana.combined_stats,"Your equipped rings are combining their power, increasing the power of enchantments and glyphs by _%s%%_ in total.",你已装备的戒指正联结它们的力量，一共增强了_%s%%_的附魔与刻印效果。
items.rings.ringofarcana.upgrade_stat_name_1,Arcana Boost,奥术加成
items.rings.ringofarcana.desc,"This ring enhances magical enchantments on weapons and glyphs on armor, including curses! It first increases activation chance, and then increases the strength of the effect once activation chance is 100%. A cursed ring will instead weaken enchantments, glyphs, and curses.",这枚戒指增强了武器上的附魔和护甲上的刻印，也包括诅咒！戒指会先提高它们的触发概率，当触发概率达到100%时，会转而增加它们效果的强度。被诅咒的戒指则会反过来削弱附魔、刻印以及诅咒。
